term_str,Unnamed: 0,n,p,i,dfidf,porter_stem,max_pos,max_pos_group,stop
bleak,958,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,bleak,NN,NN,0
fetch,3719,16,3.3726244076828385e-05,14.855768812868396,27.44241160924536,fetch,NN,NN,0
baggage,591,18,3.7942024586431934e-05,14.685843811426082,27.44241160924536,baggag,NN,NN,0
lap,5922,19,4.004991484123371e-05,14.607841299424807,27.44241160924536,lap,NN,NN,0
manage,6404,15,3.161835382202661e-05,14.948878217259876,27.44241160924536,manag,NN,NN,0
unknown,11435,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,unknown,JJ,JJ,0
shapeless,9235,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,shapeless,NN,NN,0
motionless,6805,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,motionless,NN,NN,0
fury,4252,19,4.004991484123371e-05,14.607841299424807,27.44241160924536,furi,NN,NN,0
buckland,1313,31,6.5344597898855e-05,13.90157250248152,27.44241160924536,buckland,NN,NN,0
shouldn,9356,16,3.3726244076828385e-05,14.855768812868396,27.44241160924536,shouldn,NN,NN,1
tone,10938,11,2.3186792802819512e-05,15.396337194231098,27.44241160924536,tone,NN,NN,0
lucky,6308,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,lucki,JJ,JJ,0
fare,3610,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,fare,NN,NN,0
teach,10618,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,teach,NN,NN,0
born,1103,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,born,NN,NN,0
impossible,5446,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,imposs,JJ,JJ,0
cirith,1740,28,5.902092713444967e-05,14.04841389081079,27.44241160924536,cirith,NN,NN,0
boat,1030,61,0.0001285813055429,12.92503147530551,27.44241160924536,boat,NN,NN,0
crawl,2204,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,crawl,NN,NN,0
toil,10923,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,toil,NN,NN,0
happier,4844,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,happier,NN,NN,0
flesh,3895,16,3.3726244076828385e-05,14.855768812868396,27.44241160924536,flesh,NN,NN,0
stricken,10251,17,3.583413433163016e-05,14.768305971618055,27.44241160924536,stricken,NN,NN,0
flew,3899,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,flew,NN,NN,0
thicket,10720,15,3.161835382202661e-05,14.948878217259876,27.44241160924536,thicket,NN,NN,0
bell,810,19,4.004991484123371e-05,14.607841299424807,27.44241160924536,bell,NN,NN,0
warrior,11871,19,4.004991484123371e-05,14.607841299424807,27.44241160924536,warrior,NN,NN,0
closing,1832,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,close,NN,NN,0
forehead,4043,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,forehead,NN,NN,0
naked,6914,19,4.004991484123371e-05,14.607841299424807,27.44241160924536,nake,JJ,JJ,0
week,11976,18,3.7942024586431934e-05,14.685843811426082,27.44241160924536,week,NN,NN,0
jest,5682,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,jest,NN,NN,0
sung,10382,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,sung,NN,NN,0
fifth,3745,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,fifth,NN,NN,0
pause,7566,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,paus,NN,NN,0
brother,1286,30,6.323670764405322e-05,13.948878217259876,27.44241160924536,brother,NN,NN,0
measure,6531,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,measur,NN,NN,0
form,4088,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,form,NN,NN,0
queen,8180,17,3.583413433163016e-05,14.768305971618055,27.44241160924536,queen,NN,NN,0
weed,11973,17,3.583413433163016e-05,14.768305971618055,27.44241160924536,weed,NN,NN,0
sigh,9423,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,sigh,NN,NN,0
guest,4715,15,3.161835382202661e-05,14.948878217259876,27.44241160924536,guest,NN,NN,0
deny,2568,15,3.161835382202661e-05,14.948878217259876,27.44241160924536,deni,NN,NN,0
starlight,10050,16,3.3726244076828385e-05,14.855768812868396,27.44241160924536,starlight,NN,NN,0
prey,7998,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,prey,NN,NN,0
horseman,5267,15,3.161835382202661e-05,14.948878217259876,27.44241160924536,horseman,NN,NN,0
approach,378,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,approach,NN,NN,0
thread,10775,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,thread,NN,NN,0
thrice,10790,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,thrice,NN,NN,0
willow,12137,39,8.220771993726919e-05,13.570366594006147,27.44241160924536,willow,NN,NN,0
hasty,4900,27,5.69130368796479e-05,14.100881310704926,27.44241160924536,hasti,NN,NN,0
doubtless,2893,15,3.161835382202661e-05,14.948878217259876,27.44241160924536,doubtless,NN,NN,0
splendid,9908,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,splendid,NN,NN,0
roll,8766,15,3.161835382202661e-05,14.948878217259876,27.44241160924536,roll,NN,NN,0
challenge,1603,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,challeng,NN,NN,0
messenger,6601,31,6.5344597898855e-05,13.90157250248152,27.44241160924536,messeng,NN,NN,0
lofty,6214,11,2.3186792802819512e-05,15.396337194231098,27.44241160924536,lofti,NN,NN,0
amon,266,24,5.0589366115242574e-05,14.27080631214724,27.44241160924536,amon,NN,NN,0
venture,11691,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,ventur,NN,NN,0
tiny,10889,11,2.3186792802819512e-05,15.396337194231098,27.44241160924536,tini,JJ,JJ,0
daresay,2388,17,3.583413433163016e-05,14.768305971618055,27.44241160924536,daresay,NN,NN,0
weep,11978,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,weep,NN,NN,0
simple,9459,16,3.3726244076828385e-05,14.855768812868396,27.44241160924536,simpl,NN,NN,0
pick,7689,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,pick,NN,NN,0
worthy,12284,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,worthi,NN,NN,0
creep,2220,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,creep,NN,NN,0
shrank,9370,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,shrank,NN,NN,0
tale,10561,100,0.0002107890254801,12.21191262309367,26.83821428384501,tale,NN,NN,0
distance,2800,68,0.0001433365373265,12.768305971618055,26.83821428384501,distanc,NN,NN,0
m,6355,132,0.0002782415136338,11.811374693509942,26.83821428384501,m,NN,NN,1
fast,3627,72,0.0001517680983457,12.685843811426082,26.83821428384501,fast,NN,NN,0
watch,11885,92,0.0001939259034417,12.332206856811382,26.83821428384501,watch,NN,NN,0
loud,6282,54,0.0001138260737592,13.100881310704926,26.83821428384501,loud,NN,NN,0
danger,2376,81,0.0001707391106389,12.51591880998377,26.83821428384501,danger,NN,NN,0
kind,5780,74,0.0001559838788553,12.646315447239443,26.83821428384501,kind,NN,NN,0
mighty,6631,86,0.0001812785619129,12.429504058166298,26.83821428384501,mighti,NN,NN,0
gold,4499,116,0.000244515269557,11.997787817740823,26.83821428384501,gold,NN,NN,0
haste,4894,71,0.0001496602080909,12.706021693363711,26.83821428384501,hast,NN,NN,0
song,9768,115,0.0002424073793022,12.01027876192402,26.83821428384501,song,NN,NN,0
smoke,9659,90,0.0001897101229321,12.36391571653872,26.83821428384501,smoke,NN,NN,0
quiet,8210,73,0.0001538759886005,12.665944253988378,26.83821428384501,quiet,JJ,JJ,0
dangerous,2377,71,0.0001496602080909,12.706021693363711,26.83821428384501,danger,JJ,JJ,0
forget,4071,59,0.0001243655250333,12.973125763506554,26.83821428384501,forget,NN,NN,0
top,10955,126,0.000265594172105,11.878488889368478,26.83821428384501,top,NN,NN,0
mirror,6669,26,5.480514662484612e-05,14.155329094727303,26.322682154995128,mirror,NN,NN,0
pride,8005,13,2.740257331242306e-05,15.155329094727303,26.322682154995128,pride,NN,NN,0
bowl,1137,16,3.3726244076828385e-05,14.855768812868396,26.322682154995128,bowl,NN,NN,0
leap,5998,11,2.3186792802819512e-05,15.396337194231098,26.322682154995128,leap,NN,NN,0
worry,12275,19,4.004991484123371e-05,14.607841299424807,26.322682154995128,worri,NN,NN,0
likeness,6116,12,2.5294683057621287e-05,15.27080631214724,26.322682154995128,like,NN,NN,0
steward,10119,34,7.166826866326032e-05,13.768305971618055,26.322682154995128,steward,NN,NN,0
vague,11623,12,2.5294683057621287e-05,15.27080631214724,26.322682154995128,vagu,NN,NN,0
cloth,1833,17,3.583413433163016e-05,14.768305971618055,26.322682154995128,cloth,NN,NN,0
spirit,9895,14,2.951046356722484e-05,15.04841389081079,26.322682154995128,spirit,NN,NN,0
darkly,2398,13,2.740257331242306e-05,15.155329094727303,26.322682154995128,darkli,NN,NN,0
