term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Unnamed: 0_load,n_load,p_load,i_load,dfidf_load,porter_stem_load,max_pos_load,max_pos_group_load,Unnamed: 0_vocab,n_vocab,p_vocab,i_vocab,dfidf_vocab,porter_stem_vocab,max_pos_vocab,max_pos_group_vocab,stop_vocab,Unnamed: 0,n,p,i,dfidf,porter_stem,max_pos,max_pos_group,stop
year,0.000645906713502799,-0.010454985644130582,-0.0005359054822042685,-0.003666023907885519,-0.008482379087208237,-0.00025400335712373313,0.00608392899775311,-0.0008915349341153566,0.0018584084545654829,-0.003357534475917759,12358,92,0.0001939259034417,12.332206856811382,28.8719652704668,year,NN,NN,12358,92,0.0001939259034417,12.332206856811382,28.8719652704668,year,NN,NN,0,12358,92,0.0001939259034417,12.332206856811382,28.8719652704668,year,NN,NN,0
spoken,-0.0010197944435940789,0.0010323236575405042,0.00017954354209091873,0.0016644932523147567,-0.0008293809083132432,-0.0003797543832515564,0.0008405739420734191,-0.002109076257809793,0.001537187274274103,0.001288050758419303,9922,63,0.0001327970860525,12.878488889368478,28.8719652704668,spoken,NN,NN,9922,63,0.0001327970860525,12.878488889368478,28.8719652704668,spoken,NN,NN,0,9922,63,0.0001327970860525,12.878488889368478,28.8719652704668,spoken,NN,NN,0
try,0.007725881236552174,-0.0023981540177049473,-0.003170428400906598,0.002001566452259474,-0.0010569500770049552,0.00024378038427211066,-0.003054559049318569,-0.004384040696801782,-0.0009528724061194093,-0.001680972144578071,11169,83,0.0001749548911485,12.48072938152147,28.8719652704668,tri,NN,NN,11169,83,0.0001749548911485,12.48072938152147,28.8719652704668,tri,NN,NN,0,11169,83,0.0001749548911485,12.48072938152147,28.8719652704668,tri,NN,NN,0
ve,0.02177843328428607,-0.026354055141574816,-0.006986859648719569,-0.007846322896700174,-0.009924024176114269,-0.007707788977490361,-0.029129472611098665,-0.040331723288167365,0.008118680771839198,-0.023657231934370176,11673,252,0.00053118834421,10.878488889368478,28.8719652704668,ve,NN,NN,11673,252,0.00053118834421,10.878488889368478,28.8719652704668,ve,NN,NN,1,11673,252,0.00053118834421,10.878488889368478,28.8719652704668,ve,NN,NN,1
size,0.002053925136416554,-0.0034636834796997968,4.7320356909407174e-05,0.002231119262677721,-0.0028989088219354957,-0.0027118685952409608,0.0032458303163682874,-0.0019823359490738794,0.002075341257816212,-0.001988222287060808,9500,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,size,NN,NN,9500,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,size,NN,NN,0,9500,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,size,NN,NN,0
funny,0.003999822020544706,-0.013021407557537246,0.0010427431263548665,-0.0021895929323134905,-0.001761389055013746,-0.006605069652254143,-0.003291273146671918,-0.00811445872331769,-0.005820987123301985,-0.008888291162535433,4235,23,4.84814758604408e-05,14.332206856811382,28.43080571598864,funni,NN,NN,4235,23,4.84814758604408e-05,14.332206856811382,28.43080571598864,funni,NN,NN,0,4235,23,4.84814758604408e-05,14.332206856811382,28.43080571598864,funni,NN,NN,0
bay,0.004029886606955381,0.002740462950877628,-0.0009895704642172967,0.003281793991310186,-0.001839837344304161,0.0030510594568495526,-0.003572340948249455,0.0036784532097577814,-0.0008403254601520057,-0.0002632250727722033,699,25,5.269725637004435e-05,14.21191262309367,28.43080571598864,bay,NN,NN,699,25,5.269725637004435e-05,14.21191262309367,28.43080571598864,bay,NN,NN,0,699,25,5.269725637004435e-05,14.21191262309367,28.43080571598864,bay,NN,NN,0
forty,-0.0023495351931619407,-0.0014505400698332314,-0.002828846817484693,6.104990577525969e-05,-0.0031063838876977394,-0.0007566032184031049,0.000379336496026851,-0.004710273532805491,0.000979177700767207,0.0013634720835600399,4112,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,forti,NN,NN,4112,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,forti,NN,NN,0,4112,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,forti,NN,NN,0
hinder,-0.004326776494842445,0.003285436250491786,0.0016411264181246223,-0.0026627650402331706,0.0016240338328765576,-0.004467579686171953,-0.0008192361062554496,0.0004693729616978249,-0.003170606747810494,0.003220340438224196,5114,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,hinder,NN,NN,5114,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,hinder,NN,NN,0,5114,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,hinder,NN,NN,0
rubbed,-0.0002065010113940135,-0.0011445609256552753,0.0007815478231945379,0.0034577576157166796,6.183630840259838e-05,-0.0006742728799147607,0.000171162650890798,0.0017882917226054826,-0.00298620444409602,0.0006277872803821409,8821,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,rub,NN,NN,8821,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,rub,NN,NN,0,8821,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,rub,NN,NN,0
astonishment,0.0008897049688001246,-0.0013679953750962781,0.0022959503454908713,0.00030261992057152565,0.0020049605124217943,0.00015380260799693698,0.0018452218477521736,0.0030436869607607976,0.001840513577074309,-0.0008662508154863676,497,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,astonish,NN,NN,497,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,astonish,NN,NN,0,497,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,astonish,NN,NN,0
marvel,-0.0028715946546970347,0.0014970521331014073,0.0016583483417309285,9.073674365121735e-05,-0.001560328745701046,-0.001037801149366997,0.0029105214826297627,-0.00033478637216915905,0.0021992142317715123,-0.0010626533514847124,6465,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,marvel,NN,NN,6465,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,marvel,NN,NN,0,6465,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,marvel,NN,NN,0
dragon,0.0029161600323345627,-0.007352816776763322,0.00012233621045294252,-0.001707538758851707,-0.005072302630592417,-0.004087887388473655,0.0068796329176317676,-0.0025606337505980803,-0.0013516269416316959,0.0030937972187280852,2920,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,dragon,NN,NN,2920,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,dragon,NN,NN,0,2920,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,dragon,NN,NN,0
mid,-0.0007863920842266982,-0.004913752931444822,0.0018713564515247746,0.0017185868493575223,0.0013558846811860576,-0.0018391154422690542,-0.0010356629745015696,0.0033849731545700225,-0.003505688648196606,0.0010861954735002302,6615,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,mid,NN,NN,6615,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,mid,NN,NN,0,6615,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,mid,NN,NN,0
curtain,0.0016561999307278916,-0.00076260516039585,0.0028184783675168144,-0.004020740428529025,-0.0028718846376312892,-0.0028843053442912984,-0.004535155381688261,0.006079970020249826,-0.0015284511926006742,-0.0007055950589950004,2324,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,curtain,NN,NN,2324,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,curtain,NN,NN,0,2324,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,curtain,NN,NN,0
carven,0.0025757928604327345,0.005970438879186012,0.00533776056857965,-0.00040535242871684907,0.00011903176474260521,0.0019207440062650113,0.00034946154253940324,-0.001225445586122824,-0.0016352497940062387,0.006742774109530824,1520,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,carven,NN,NN,1520,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,carven,NN,NN,0,1520,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,carven,NN,NN,0
bless,0.0019730864055957286,-0.0061535852320252354,-0.0005109919504561296,-0.0004762303892573722,-0.0012434843717691812,-0.0033811070213714345,-0.00021350542111084277,-0.004684633135962214,0.006205087571624235,0.0020712397895227275,968,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,bless,NN,NN,968,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,bless,NN,NN,0,968,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,bless,NN,NN,0
custom,-0.0018813968944363655,-0.0006802705462457537,0.0016611239477677296,0.0002681936880192671,-0.0025221362282279317,-0.0015762398364522414,0.004416314159597996,0.000737575310328459,0.002812686153610845,0.00043705824501922414,2334,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,custom,NN,NN,2334,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,custom,NN,NN,0,2334,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,custom,NN,NN,0
smoking,-0.0005527090392431159,-0.00060666685356101,-0.004524517979430911,-0.0024488933813177657,0.0028483076548386187,-0.00010365969234010815,-0.0029822026740762082,0.0009453012181262138,0.000207129513476217,0.0009297236486875685,9662,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,smoke,NN,NN,9662,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,smoke,NN,NN,0,9662,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,smoke,NN,NN,0
movement,0.005141855812854159,-0.0003932306719477444,-0.0024881891224051776,0.0003518491491723623,0.0022051094323014267,-0.00020978908875807516,-0.0021257332351909703,0.002986554263755263,-0.00013153545533889707,0.0015867478326795615,6833,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,movement,NN,NN,6833,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,movement,NN,NN,0,6833,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,movement,NN,NN,0
paid,0.0015796720855918121,-0.00275303894629044,0.0026705634058574144,-0.0009001879472783703,-0.0024517328552920757,-0.0016529366282724551,0.0036189455876773457,-0.0006163747291722208,-0.002595217224428148,0.0004327094306392663,7467,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,paid,NN,NN,7467,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,paid,NN,NN,0,7467,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,paid,NN,NN,0
disturbed,0.0009655543558217229,-0.010306464931460535,0.0012580291806953286,-0.001967123830148403,-0.0011236674343954253,-0.0035404518866509406,-0.002999611552037606,-0.001787756857363084,-0.0003443967679530316,-0.005203681175573774,2817,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,disturb,NN,NN,2817,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,disturb,NN,NN,0,2817,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,disturb,NN,NN,0
visit,-0.0022627341908643497,-0.0029213084098360952,-0.001042898063567885,-0.0005527415834450007,-0.004160382086807172,0.0014136940020333451,0.0024813237979673893,-0.001824432103039958,-0.0027065010238475845,-0.00144456262089036,11742,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,visit,NN,NN,11742,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,visit,NN,NN,0,11742,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,visit,NN,NN,0
foe,-0.004419188263125271,0.007672195453156169,0.0026600866981033424,-0.004058990789107325,0.0016533085914668154,-0.002173270169851285,-0.0015800197343447326,-0.0035031307427733005,0.0002905716656011523,0.005392313707728638,3968,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,foe,NN,NN,3968,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,foe,NN,NN,0,3968,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,foe,NN,NN,0
hearth,-0.0008730316223352812,-0.006119230964964241,-0.0017536102603654552,-0.003986718975573683,-0.0012543167807859497,7.797235115486028e-05,0.003761119498788636,0.0015145385940144047,-0.0031856074047687637,-3.6989348080679404e-06,4977,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,hearth,NN,NN,4977,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,hearth,NN,NN,0,4977,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,hearth,NN,NN,0
bubbling,0.0009111989909152275,-0.0019574151403667066,-0.0014134157539309278,0.0022396026429860215,-0.0008462016057744035,0.0007162706905109852,-0.004756808652231318,0.0019473769097843863,0.0016685199997183403,0.0011014795437914778,1310,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,bubbl,NN,NN,1310,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,bubbl,NN,NN,0,1310,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,bubbl,NN,NN,0
trail,-0.009113231870806454,-0.000818987912703834,-0.006055826222684509,0.010948954999406688,0.009372667653748895,0.0007733459886169596,-0.00268177888467337,-0.00033865063697995513,-0.0017053516444233072,0.00032081331090647004,11017,51,0.0001075024029948,13.1833434708969,28.43080571598864,trail,NN,NN,11017,51,0.0001075024029948,13.1833434708969,28.43080571598864,trail,NN,NN,0,11017,51,0.0001075024029948,13.1833434708969,28.43080571598864,trail,NN,NN,0
root,-0.001112046749482648,-0.007736131038911532,-0.001459838776845608,-0.003453173329848397,-0.003476717001399389,-0.003504902948898122,-0.008159066145059861,0.01590193185773402,-0.0017977292506884469,0.0034157317598210585,8781,22,4.637358560563903e-05,14.396337194231098,28.43080571598864,root,NN,NN,8781,22,4.637358560563903e-05,14.396337194231098,28.43080571598864,root,NN,NN,0,8781,22,4.637358560563903e-05,14.396337194231098,28.43080571598864,root,NN,NN,0
meat,0.005018789782106146,-0.0007154363521468104,-0.0016715417312398507,-0.0007892666156127985,0.0010216058794382855,0.0010270361494435596,-0.004041596428368932,-0.0045165758191902175,0.0015602721500207308,-0.002290748539144209,6535,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,meat,NN,NN,6535,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,meat,NN,NN,0,6535,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,meat,NN,NN,0
samwise,0.00865960721307065,0.0032486907390116577,0.002530349408836116,0.0003265075523547661,-0.002205303034341055,-0.002630014385206796,-0.0021555532016184573,-0.005659548823126455,0.008539079579936083,-0.0023823499802446708,8942,25,5.269725637004435e-05,14.21191262309367,28.43080571598864,samwis,NN,NN,8942,25,5.269725637004435e-05,14.21191262309367,28.43080571598864,samwis,NN,NN,0,8942,25,5.269725637004435e-05,14.21191262309367,28.43080571598864,samwis,NN,NN,0
throne,-0.00018643957698066525,0.0018524762663557008,0.0037906685024541435,0.0013060646759174687,0.0016021073530117665,-0.00120670997037324,-2.862014320571376e-05,-0.002769639821044695,0.007747910676615613,0.008421972666508775,10802,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,throne,NN,NN,10802,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,throne,NN,NN,0,10802,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,throne,NN,NN,0
uneasily,0.002192263104502359,0.001031526796330177,-0.0011574873204887595,0.0015559865233657991,-5.9383406437415865e-05,-0.00025413378613599124,-0.0024223275560455422,-0.0007770334416660847,-0.0011052293228135497,0.0030198773511022543,11369,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,uneasili,NN,NN,11369,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,uneasili,NN,NN,0,11369,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,uneasili,NN,NN,0
nobody,0.0008058106342864897,-0.009590727404809693,4.593922531957437e-05,-0.0035673583226950773,-0.0015525975902073966,0.0032984469088624324,-0.0015945049987757664,-0.0016854008448420159,0.003310249336394328,-0.0069384028002534215,7060,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,nobodi,NN,NN,7060,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,nobodi,NN,NN,0,7060,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,nobodi,NN,NN,0
happy,8.018566474774889e-05,-0.0018357453132840911,-0.000747944200663148,9.343061272605138e-05,-0.004532470879212161,-0.002452686340302209,0.004665027631371058,0.0025274752169469816,0.0009703871822836223,0.0010245848855074515,4847,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,happi,JJ,JJ,4847,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,happi,JJ,JJ,0,4847,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,happi,JJ,JJ,0
swan,-0.0033516636187115737,0.0008975817818626603,0.0034963518188580707,0.005470651902734709,0.0017674206485828509,-0.003504235232719841,0.0009222744127536994,0.0011778165764433374,0.005638874476463997,0.0009119719574315276,10473,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,swan,NN,NN,10473,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,swan,NN,NN,0,10473,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,swan,NN,NN,0
dike,-0.0130342230959426,-0.00014874769113525026,-0.011194347750581826,-0.00897434138176296,0.001975472604558153,-0.004266021763600082,-0.0029907270169725517,0.0009472491724948847,-0.005946300439356839,-0.00813844127845507,2682,35,7.377615891806209e-05,13.726485795923429,28.43080571598864,dike,NN,NN,2682,35,7.377615891806209e-05,13.726485795923429,28.43080571598864,dike,NN,NN,0,2682,35,7.377615891806209e-05,13.726485795923429,28.43080571598864,dike,NN,NN,0
mention,0.0019312657525405825,-0.005518611181265473,0.0004471428309280134,3.5764283820300865e-05,-0.0012865230336703605,0.0019266338978164556,0.00229141526335716,-0.002528169962717035,0.000532283164778283,0.000695566812573787,6577,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,mention,NN,NN,6577,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,mention,NN,NN,0,6577,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,mention,NN,NN,0
rid,0.00325953755895918,0.0012960769217443774,-0.0007285142459558234,0.0017505731148401947,-0.0011937239305603927,0.002312658303076831,0.005198471350211833,0.0006055044650009531,0.002021946474549432,0.0034709827490470974,8659,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,rid,JJ,JJ,8659,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,rid,JJ,JJ,0,8659,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,rid,JJ,JJ,0
crash,0.0004497247075912925,-0.002334131042183791,-0.0012566374560488993,0.0011354464204769673,-0.00027427328162795653,-0.0013068437550418192,-0.006416120888122601,-0.0009162990745792379,0.0016762095777997236,0.0019126112173632102,2198,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,crash,NN,NN,2198,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,crash,NN,NN,0,2198,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,crash,NN,NN,0
treachery,0.00027290313525732196,0.002832617923576102,5.292363490585303e-05,0.0005181435858329294,-0.0029308263379536357,0.003230411405530578,-0.0031725638404123393,-0.0013021638526223714,0.0018868768176273924,0.0025116186689359827,11055,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,treacheri,NN,NN,11055,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,treacheri,NN,NN,0,11055,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,treacheri,NN,NN,0
brandybuck,0.0020729725756011602,-0.01661441405010587,0.0008009027536293634,-0.008413117342986448,-0.006721965975084878,-0.001975340805031333,0.007226172825557431,-0.004185120009548995,-0.008126324648615688,-0.0005345948403403493,1177,27,5.69130368796479e-05,14.100881310704926,28.43080571598864,brandybuck,NN,NN,1177,27,5.69130368796479e-05,14.100881310704926,28.43080571598864,brandybuck,NN,NN,0,1177,27,5.69130368796479e-05,14.100881310704926,28.43080571598864,brandybuck,NN,NN,0
deem,-0.005064628053543127,0.00744810524322691,0.003208032000686326,-0.002872685273910946,0.00031755363564644194,-0.0003341922336863267,0.0018653770435086603,-0.0007837443660363535,0.0027750161054722346,0.0036460671276503107,2491,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,deem,NN,NN,2491,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,deem,NN,NN,0,2491,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,deem,NN,NN,0
prisoner,0.00017312881983426524,0.0017536748369831147,0.00046681298957055044,0.0013918630782395662,-0.0019612539241915957,-0.0008095154792421449,-0.0054071982289218955,-0.006320285218586004,0.006368171325231589,0.000576765885016435,8018,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,prison,NN,NN,8018,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,prison,NN,NN,0,8018,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,prison,NN,NN,0
swayed,0.0014903409849720132,-0.0005291321021021893,0.001092017628720545,-0.000896982458766056,0.0004685284478254901,-0.0025487493883712743,-0.0025320855823880183,0.0022501684330643373,0.004077210335450605,0.00308764199728445,10486,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,sway,NN,NN,10486,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,sway,NN,NN,0,10486,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,sway,NN,NN,0
press,-0.00455341784828519,0.0011822917504471986,0.00032801220791241046,-0.0031703177614272704,0.006017779331164633,-0.0015089030213331915,-0.0002133136387818637,-0.0008333946391215922,0.00186256917732415,-0.0006896359532703193,7979,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,press,NN,NN,7979,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,press,NN,NN,0,7979,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,press,NN,NN,0
perceive,-0.001119489229487545,0.001049476481905439,0.000850116149953286,-0.0006365843382059544,-0.0028229735786789584,0.004981236425088799,0.0006742229066824115,0.0005725528102990817,-0.00013828211739325111,0.00010642219356621662,7632,13,2.740257331242306e-05,15.155329094727303,28.43080571598864,perceiv,NN,NN,7632,13,2.740257331242306e-05,15.155329094727303,28.43080571598864,perceiv,NN,NN,0,7632,13,2.740257331242306e-05,15.155329094727303,28.43080571598864,perceiv,NN,NN,0
eagle,-0.0026558622745575717,-0.00042463621150414237,0.0009382973631346967,0.008010944398291428,0.0003396479143620666,0.00041770086394043104,-0.00021378715434701946,0.004142019234116461,0.0010747581201016921,0.0007992398924865148,3099,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,eagl,NN,NN,3099,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,eagl,NN,NN,0,3099,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,eagl,NN,NN,0
lane,0.002592048835299632,-0.025525353229817874,0.003885899758522403,-0.014116303561355535,-0.013952522786803647,-0.01867763091350917,0.009397502564554955,-0.012584652650259749,-0.02931869117642862,-0.01873098208451571,5913,46,9.69629517208816e-05,13.332206856811382,28.43080571598864,lane,NN,NN,5913,46,9.69629517208816e-05,13.332206856811382,28.43080571598864,lane,NN,NN,0,5913,46,9.69629517208816e-05,13.332206856811382,28.43080571598864,lane,NN,NN,0
overcome,-0.0005105689473494878,-0.0006767617018089769,-0.0012483534610654764,-0.0010884117747430263,-0.0019415026384636816,-0.0005376109743584837,-0.0005604777434308513,0.0009491212175016985,0.0015829647216757576,0.004908215176334646,7394,12,2.5294683057621287e-05,15.27080631214724,28.43080571598864,overcom,NN,NN,7394,12,2.5294683057621287e-05,15.27080631214724,28.43080571598864,overcom,NN,NN,0,7394,12,2.5294683057621287e-05,15.27080631214724,28.43080571598864,overcom,NN,NN,0
explain,-0.000487664609465691,-0.007246338970518901,0.00032574496590539244,-0.003884815688298985,0.004116532653957328,0.003067583007164844,-0.0016240835075545584,-0.0017449143460023212,-0.001209078101423887,-0.0008719029501758809,3497,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,explain,NN,NN,3497,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,explain,NN,NN,0,3497,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,explain,NN,NN,0
sleepy,-3.0761258526010684e-05,-0.004305911484114911,0.0009335714514853791,-0.0002975355651519601,-0.00525674545729247,0.0021434657684422116,0.00312587872903765,0.0038069437271314476,-0.0002982881654734534,0.000804137530586796,9573,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,sleepi,NN,NN,9573,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,sleepi,NN,NN,0,9573,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,sleepi,NN,NN,0
prevent,-0.0006431320717526659,-0.0041032352956814275,-0.00042065907809899096,-0.0016013303818301267,0.0019248230870411674,-0.00028687415709537133,-0.003423265713585446,-0.0015479355782559477,-0.00011691764591039982,-0.002365439630266158,7993,13,2.740257331242306e-05,15.155329094727303,28.43080571598864,prevent,NN,NN,7993,13,2.740257331242306e-05,15.155329094727303,28.43080571598864,prevent,NN,NN,0,7993,13,2.740257331242306e-05,15.155329094727303,28.43080571598864,prevent,NN,NN,0
dell,0.0018865426314493593,-0.009595102189306561,0.0023593917436714566,-0.0017064425638016287,0.011735447492842117,0.00855077192701786,0.0047145904815947964,0.005002921831526924,0.007313068514404808,-0.004580773390448235,2544,30,6.323670764405322e-05,13.948878217259876,28.43080571598864,dell,NN,NN,2544,30,6.323670764405322e-05,13.948878217259876,28.43080571598864,dell,NN,NN,0,2544,30,6.323670764405322e-05,13.948878217259876,28.43080571598864,dell,NN,NN,0
unlooked,-0.0049220428774537925,0.005140661119679488,-0.002721762444300316,-0.002304098223634318,0.001514469827195199,-0.0012719323316630732,0.0027770932353896314,0.0008359909441127782,0.001656081953595963,0.0018971590151658387,11450,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,unlook,JJ,JJ,11450,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,unlook,JJ,JJ,0,11450,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,unlook,JJ,JJ,0
yesterday,-0.0043627865693559986,0.0007567070805566624,-0.0014000587547058879,0.0017956674572844919,-0.0013015630047147535,-2.8218804934930385e-05,-0.0007058474844074904,-0.0003088063260963165,-0.0015121429203968527,0.0007375572091712505,12372,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,yesterday,NN,NN,12372,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,yesterday,NN,NN,0,12372,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,yesterday,NN,NN,0
drinking,0.0022996913483354265,-0.005126630358740856,-0.00030406870612599644,-0.002708984156668631,-0.0019100046538831589,-0.0009612422582657757,0.0026135052793765127,0.0017660614666600413,0.0021451344367718517,0.001271984848573868,2965,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,drink,NN,NN,2965,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,drink,NN,NN,0,2965,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,drink,NN,NN,0
wary,-0.002602940759884818,0.00017839749454529724,-0.002535471646482901,-0.002072557059167942,0.004460555739440834,0.0009172699803957408,-0.0018157626692716822,-0.0005131846073559335,-0.0011486335508118454,0.0012476781706643467,11875,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,wari,JJ,JJ,11875,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,wari,JJ,JJ,0,11875,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,wari,JJ,JJ,0
eorl,-0.013609637753279896,0.008093009029896065,-0.008296135303988752,-0.004411721811634715,-0.003730929087918388,0.003584238404564263,0.0042273358495338725,0.002131268879821442,0.0003655562829135586,-0.00549328763813908,3352,29,6.112881738925145e-05,13.997787817740823,28.43080571598864,eorl,NN,NN,3352,29,6.112881738925145e-05,13.997787817740823,28.43080571598864,eorl,NN,NN,0,3352,29,6.112881738925145e-05,13.997787817740823,28.43080571598864,eorl,NN,NN,0
